ref_start,ref_end,query_start,query_end,ref_length,query_length,ref_chrom,query_chrom
7709307,7762120,1265846,1318625,135534747,1979896,10,JSAF02040832.1
7761887,7793830,1318462,1350335,135534747,1979896,10,JSAF02040832.1
7794039,7942977,1350323,1499205,135534747,1979896,10,JSAF02040832.1
7942975,8311809,1499244,1867874,135534747,1979896,10,JSAF02040832.1
8301934,8423715,1858115,1979896,135534747,1979896,10,JSAF02040832.1
8408942,8604972,0,195870,135534747,1405002,10,JSAF02031103.1
8414944,8425541,1,10476,135534747,14761,10,JSAF02023686.1
8604716,8781992,195720,372943,135534747,1405002,10,JSAF02031103.1
8782308,8848622,372930,439270,135534747,1405002,10,JSAF02031103.1
8848578,8911378,439722,502477,135534747,1405002,10,JSAF02031103.1
8911149,9027424,502737,618998,135534747,1405002,10,JSAF02031103.1
9027400,9205244,619661,797487,135534747,1405002,10,JSAF02031103.1
9185212,9315282,777470,907483,135534747,1405002,10,JSAF02031103.1
9315219,9406731,907223,998874,135534747,1405002,10,JSAF02031103.1
9406732,9438233,1001115,1032563,135534747,1405002,10,JSAF02031103.1
9438341,9449756,1032503,1043921,135534747,1405002,10,JSAF02031103.1
9449891,9474855,1043921,1068880,135534747,1405002,10,JSAF02031103.1
9474847,9510994,1069188,1105334,135534747,1405002,10,JSAF02031103.1
9520134,9810478,1114638,1404998,135534747,1405002,10,JSAF02031103.1
9810787,9896385,1,85607,135534747,3804437,10,JSAF02036273.1
9896385,10308765,85716,498070,135534747,3804437,10,JSAF02036273.1
10308621,10365732,497401,554526,135534747,3804437,10,JSAF02036273.1
10365383,10493419,554350,682389,135534747,3804437,10,JSAF02036273.1
10493733,11149950,682380,1338637,135534747,3804437,10,JSAF02036273.1
11149945,11326507,1339140,1515673,135534747,3804437,10,JSAF02036273.1
11325803,11374611,1516332,1565145,135534747,3804437,10,JSAF02036273.1
11374611,11408365,1565109,1598852,135534747,3804437,10,JSAF02036273.1
11407989,11484969,1597760,1674725,135534747,3804437,10,JSAF02036273.1
11485148,11724701,1674723,1914236,135534747,3804437,10,JSAF02036273.1
11724585,11927356,1914176,2116910,135534747,3804437,10,JSAF02036273.1
11927473,12289242,2116910,2478587,135534747,3804437,10,JSAF02036273.1
12289110,12455604,2478184,2644542,135534747,3804437,10,JSAF02036273.1
12457208,12662221,2647324,2852348,135534747,3804437,10,JSAF02036273.1
12667427,12817490,2858141,3008132,135534747,3804437,10,JSAF02036273.1
12817625,12867171,3007641,3057172,135534747,3804437,10,JSAF02036273.1
12867124,12981657,3057227,3171807,135534747,3804437,10,JSAF02036273.1
12981658,13105049,3171771,3295222,135534747,3804437,10,JSAF02036273.1
13105278,13157309,3295523,3347524,135534747,3804437,10,JSAF02036273.1
13156650,13258021,3347150,3448392,135534747,3804437,10,JSAF02036273.1
13260741,13585552,3449312,3774022,135534747,3804437,10,JSAF02036273.1
13585554,13616028,3773987,3804437,135534747,3804437,10,JSAF02036273.1
13606082,14090868,7298349,6813661,135534747,24055050,10,JSAF02037137.1
14080860,14484814,6823651,6419756,135534747,24055050,10,JSAF02037137.1
14484802,14610727,6419426,6293551,135534747,24055050,10,JSAF02037137.1
14610304,14936359,6293432,5967360,135534747,24055050,10,JSAF02037137.1
14936666,15053062,5967370,5851006,135534747,24055050,10,JSAF02037137.1
15044711,15191618,0,146832,135534747,12993849,10,JSAF02010484.1
15191047,15220386,146826,176176,135534747,12993849,10,JSAF02010484.1
15220372,15251594,176488,207715,135534747,12993849,10,JSAF02010484.1
15251301,15271772,211200,231651,135534747,12993849,10,JSAF02010484.1
15271924,15532477,231653,492117,135534747,12993849,10,JSAF02010484.1
15532775,16365447,492105,1324626,135534747,12993849,10,JSAF02010484.1
16365447,17535955,1324942,2495404,135534747,12993849,10,JSAF02010484.1
17535988,17597135,2495389,2556519,135534747,12993849,10,JSAF02010484.1
17596884,17671206,2556374,2630703,135534747,12993849,10,JSAF02010484.1
17671117,17751976,2630793,2711637,135534747,12993849,10,JSAF02010484.1
17751963,17891138,2711942,2851108,135534747,12993849,10,JSAF02010484.1
18138052,18239595,2857336,2958858,135534747,12993849,10,JSAF02010484.1
18239595,18503076,2958977,3222391,135534747,12993849,10,JSAF02010484.1
18503590,18850647,3222391,3569425,135534747,12993849,10,JSAF02010484.1
18855358,19211096,3573866,3929476,135534747,12993849,10,JSAF02010484.1
19211100,19527028,3930002,4245773,135534747,12993849,10,JSAF02010484.1
19526996,19604623,4246149,4323751,135534747,12993849,10,JSAF02010484.1
19603933,19933409,4323534,4653001,135534747,12993849,10,JSAF02010484.1
19933407,19996951,4653043,4716576,135534747,12993849,10,JSAF02010484.1
19998009,20315958,4716177,5034131,135534747,12993849,10,JSAF02010484.1
20315823,20415640,5033900,5133639,135534747,12993849,10,JSAF02010484.1
20415502,20667259,5133330,5385137,135534747,12993849,10,JSAF02010484.1
20667566,20824457,5385124,5542050,135534747,12993849,10,JSAF02010484.1
20824568,20835350,5542045,5552810,135534747,12993849,10,JSAF02010484.1
20834918,21192833,5553274,5911186,135534747,12993849,10,JSAF02010484.1
21192818,21268940,5911491,5987593,135534747,12993849,10,JSAF02010484.1
21268927,23400848,5987776,8119624,135534747,12993849,10,JSAF02010484.1
23400769,23511742,8119496,8230547,135534747,12993849,10,JSAF02010484.1
23491721,23620663,8210514,8339461,135534747,12993849,10,JSAF02010484.1
23620439,23775695,8340315,8495487,135534747,12993849,10,JSAF02010484.1
23775678,23797037,8495807,8517133,135534747,12993849,10,JSAF02010484.1
23797035,24351512,8517703,9072091,135534747,12993849,10,JSAF02010484.1
24331527,24376837,9052100,9097414,135534747,12993849,10,JSAF02010484.1
24378442,24846908,9097416,9565820,135534747,12993849,10,JSAF02010484.1
24846880,24945817,9566036,9664974,135534747,12993849,10,JSAF02010484.1
24945682,25035192,9664737,9754236,135534747,12993849,10,JSAF02010484.1
25035288,25098089,9754236,9817051,135534747,12993849,10,JSAF02010484.1
25098420,25707704,9817044,10426236,135534747,12993849,10,JSAF02010484.1
25707687,26045450,10432271,10769881,135534747,12993849,10,JSAF02010484.1
26045394,26517510,10770035,11242134,135534747,12993849,10,JSAF02010484.1
26497485,26767957,11222106,11492554,135534747,12993849,10,JSAF02010484.1
26768248,26999090,11492539,11723435,135534747,12993849,10,JSAF02010484.1
27001941,27183366,11723148,11904524,135534747,12993849,10,JSAF02010484.1
27182399,27224203,11911767,11953567,135534747,12993849,10,JSAF02010484.1
27224628,27696293,11959562,12431231,135534747,12993849,10,JSAF02010484.1
27696229,27732192,12431230,12467166,135534747,12993849,10,JSAF02010484.1
27731847,27929928,12466761,12664678,135534747,12993849,10,JSAF02010484.1
27929928,28258754,12665006,12993643,135534747,12993849,10,JSAF02010484.1
28253415,28332920,2254,81728,135534747,10089570,10,JSAF02013757.1
28332918,28421823,83238,172141,135534747,10089570,10,JSAF02013757.1
28421857,28938923,172137,689074,135534747,10089570,10,JSAF02013757.1
28938618,29102541,689590,853424,135534747,10089570,10,JSAF02013757.1
29105285,29190779,856806,942217,135534747,10089570,10,JSAF02013757.1
29190873,29712154,942386,1463368,135534747,10089570,10,JSAF02013757.1
29712711,30122659,1463350,1873291,135534747,10089570,10,JSAF02013757.1
30122624,30614778,1873212,2365223,135534747,10089570,10,JSAF02013757.1
30614763,30896132,2365517,2646889,135534747,10089570,10,JSAF02013757.1
30896002,30966608,2646888,2717465,135534747,10089570,10,JSAF02013757.1
30966328,31246747,2717054,2997387,135534747,10089570,10,JSAF02013757.1
31251770,31976570,2997395,3722116,135534747,10089570,10,JSAF02013757.1
31976058,32320943,3722421,4067213,135534747,10089570,10,JSAF02013757.1
32320646,32674078,4067280,4420574,135534747,10089570,10,JSAF02013757.1
32674066,32705737,4420875,4452542,135534747,10089570,10,JSAF02013757.1
32706065,33097541,4452532,4843918,135534747,10089570,10,JSAF02013757.1
33097582,34159935,4843900,5906154,135534747,10089570,10,JSAF02013757.1
34149939,34309922,5896166,6056203,135534747,10089570,10,JSAF02013757.1
34309698,34567611,6056221,6314126,135534747,10089570,10,JSAF02013757.1
34572842,35439821,6314128,7180895,135534747,10089570,10,JSAF02013757.1
35439822,35593222,7180831,7334190,135534747,10089570,10,JSAF02013757.1
35593537,35657659,7334175,7398247,135534747,10089570,10,JSAF02013757.1
35657611,35708476,7398246,7449131,135534747,10089570,10,JSAF02013757.1
35708462,35807795,7449153,7548445,135534747,10089570,10,JSAF02013757.1
35807899,35839152,7547925,7579171,135534747,10089570,10,JSAF02013757.1
35838440,35956690,7578295,7696530,135534747,10089570,10,JSAF02013757.1
35956080,36113393,7697830,7855092,135534747,10089570,10,JSAF02013757.1
36093358,36420083,7835064,8161661,135534747,10089570,10,JSAF02013757.1
36419962,36467306,8161745,8209050,135534747,10089570,10,JSAF02013757.1
36467292,36593631,8209378,8335663,135534747,10089570,10,JSAF02013757.1
36593622,36943776,8335976,8686132,135534747,10089570,10,JSAF02013757.1
36946193,37042969,8688808,8785458,135534747,10089570,10,JSAF02013757.1
37042972,37394077,8785631,9136484,135534747,10089570,10,JSAF02013757.1
37400050,37479406,9142456,9221866,135534747,10089570,10,JSAF02013757.1
37471609,38272000,9202264,10002573,135534747,10089570,10,JSAF02013757.1
38272143,38310354,10002559,10040768,135534747,10089570,10,JSAF02013757.1
38310352,38355212,10040913,10085705,135534747,10089570,10,JSAF02013757.1
38340971,38535705,223286,28521,135534747,223287,10,JSAF02018570.1
38537049,38568595,280,31787,135534747,31998,10,JSAF02034871.1
38727570,38748341,2014,22697,135534747,23198,10,JSAF02029139.1
38739097,38749171,7,10033,135534747,16217,10,JSAF02015661.1
38760312,38791521,1,31185,135534747,95799,10,JSAF02033841.1
38801670,38818835,31185,48329,135534747,95799,10,JSAF02033841.1
38908595,38920002,84462,95799,135534747,95799,10,JSAF02033841.1
38976541,38995650,0,18915,135534747,20416,10,JSAF02027842.1
38986868,38998994,1672,13723,135534747,13724,10,JSAF02036954.1
38988467,38999301,0,10807,135534747,10808,10,JSAF02000632.1
39034246,39046048,2214,13943,135534747,13943,10,JSAF02026245.1
39078940,39104181,25750,50922,135534747,187629,10,JSAF02027972.1
39099757,39154935,48343,103578,135534747,187629,10,JSAF02027972.1
42372369,42386473,33641,47884,135534747,186174,10,JSAF02018294.1
42395621,42406541,55117,66045,135534747,186174,10,JSAF02018294.1
42406814,42418979,66547,78711,135534747,186174,10,JSAF02018294.1
42423291,42459568,83190,119463,135534747,186174,10,JSAF02018294.1
42458622,42473953,117662,132993,135534747,186174,10,JSAF02018294.1
42473952,42494990,133029,154067,135534747,186174,10,JSAF02018294.1
42494990,42525467,154184,184645,135534747,186174,10,JSAF02018294.1
42513561,42527877,0,14251,135534747,20542,10,JSAF02005090.1
42518122,42534779,6777,23447,135534747,23533,10,JSAF02025916.1
42519800,42535855,0,16121,135534747,18173,10,JSAF02023386.1
42523052,42535893,0,12790,135534747,17602,10,JSAF02018278.1
42527023,42542055,6523,21563,135534747,22848,10,JSAF02027309.1
42527233,42539535,4983,17186,135534747,22999,10,JSAF02001723.1
42527244,42542462,3526,18620,135534747,21277,10,JSAF02036879.1
42527532,42539701,0,12081,135534747,15194,10,JSAF02040442.1
42527883,42538191,2954,13327,135534747,26079,10,JSAF02023183.1
42528129,42540043,1217,13202,135534747,14534,10,JSAF02018488.1
42530590,42542759,0,12081,135534747,15194,10,JSAF02040442.1
42531800,42543957,1812,13924,135534747,14533,10,JSAF02010657.1
42531801,42546687,11369,26217,135534747,27735,10,JSAF02037275.1
42533642,42545817,0,12081,135534747,15194,10,JSAF02040442.1
42533898,42545310,0,11384,135534747,17180,10,JSAF02003702.1
42599108,42610074,6763,17778,135534747,18709,10,JSAF02029478.1
42602257,42618597,1,16305,135534747,16305,10,JSAF02029138.1
42607857,42619592,13051,24739,135534747,26718,10,JSAF02039598.1
42608030,42629830,2602,24276,135534747,24516,10,JSAF02031308.1
42615455,42628445,592,13589,135534747,28651,10,JSAF02023100.1
42618189,42631363,1313,14549,135534747,14557,10,JSAF02014192.1
42620007,42639196,85,19238,135534747,19238,10,JSAF02004281.1
42633829,42645131,1,11214,135534747,13853,10,JSAF02009626.1
42636064,42651907,1,15625,135534747,15625,10,JSAF02036511.1
42637713,42659927,1,22111,135534747,22114,10,JSAF02029224.1
42640596,42652810,5,12157,135534747,13469,10,JSAF02035989.1
42646297,42666927,2260,22924,135534747,22924,10,JSAF02006914.1
42657140,42672625,998,16465,135534747,16470,10,JSAF02017609.1
42660805,42672643,1144,12936,135534747,16286,10,JSAF02037684.1
42674001,42684949,3486,14426,135534747,16456,10,JSAF02040360.1
42676360,42707232,1,30732,135534747,30739,10,JSAF02005865.1
42795130,42835747,18712,59193,135534747,59221,10,JSAF02026150.1
42834089,43221260,2063361,1676413,135534747,2063369,10,JSAF02012694.1
43206695,43274211,4,67473,135534747,125343,10,JSAF02004242.1
43274533,43332111,67463,124980,135534747,125343,10,JSAF02004242.1
43330134,43343154,736,13724,135534747,603259,10,JSAF02037145.1
43343135,43677331,13581,347704,135534747,603259,10,JSAF02037145.1
43677330,43706487,349140,378276,135534747,603259,10,JSAF02037145.1
43706292,43918586,378401,590701,135534747,603259,10,JSAF02037145.1
43918614,43929247,592628,603258,135534747,603259,10,JSAF02037145.1
43933502,44205144,2,271549,135534747,2063369,10,JSAF02012694.1
44205121,44675241,270854,740834,135534747,2063369,10,JSAF02012694.1
44675326,44901309,740826,966870,135534747,2063369,10,JSAF02012694.1
44901607,45158201,966860,1223385,135534747,2063369,10,JSAF02012694.1
45158452,45623717,1223287,1688537,135534747,2063369,10,JSAF02012694.1
45613852,46185962,1261,573301,135534747,573312,10,JSAF02005433.1
46286008,46320837,71,34803,135534747,34804,10,JSAF02016431.1
46683424,46698559,15128,42,135534747,196524,10,JSAF02014850.1
46793497,46813686,3031,23059,135534747,23348,10,JSAF02037002.1
46951109,47023205,38922,110995,135534747,247898,10,JSAF02021307.1
47023084,47036096,147616,134614,135534747,247898,10,JSAF02021307.1
47036346,47059590,134516,111271,135534747,247898,10,JSAF02021307.1
47059526,47088385,147706,176545,135534747,247898,10,JSAF02021307.1
47088704,47158031,176536,245852,135534747,247898,10,JSAF02021307.1
47139556,47151096,3,11506,135534747,24476,10,JSAF02027554.1
47165742,47182379,671,17199,135534747,20048,10,JSAF02032640.1
47274317,47294498,3031,23059,135534747,23348,10,JSAF02037002.1
47339420,47367778,382,28577,135534747,28578,10,JSAF02031275.1
47529170,47642814,10121,123680,135534747,196524,10,JSAF02014850.1
47643014,47715906,123478,196336,135534747,196524,10,JSAF02014850.1
48134867,48155057,23059,3031,135534747,23348,10,JSAF02037002.1
48246971,48263609,17199,671,135534747,20048,10,JSAF02032640.1
48254632,48419952,9961,175233,135534747,2458149,10,JSAF02015088.1
48419944,48559320,175530,314914,135534747,2458149,10,JSAF02015088.1
48558338,48715576,315484,472727,135534747,2458149,10,JSAF02015088.1
48983257,49003431,3031,23059,135534747,23348,10,JSAF02037002.1
49195537,49206668,13020,24114,135534747,24476,10,JSAF02027554.1
49268061,49885027,505091,1122038,135534747,2458149,10,JSAF02015088.1
49883225,49917171,1120657,1154563,135534747,2458149,10,JSAF02015088.1
49917480,50716007,1154549,1952916,135534747,2458149,10,JSAF02015088.1
50716007,50830095,1952876,2066956,135534747,2458149,10,JSAF02015088.1
50830001,50918028,2066929,2154878,135534747,2458149,10,JSAF02015088.1
50918032,50950632,2154842,2187413,135534747,2458149,10,JSAF02015088.1
50949911,51128510,2187538,2366118,135534747,2458149,10,JSAF02015088.1
51189627,51224464,71,34803,135534747,34804,10,JSAF02016431.1
51275335,51367518,2291200,2383458,135534747,2458149,10,JSAF02015088.1
51480498,51617866,10,137296,135534747,137698,10,JSAF02019435.1
51627238,51719402,2383458,2291200,135534747,2458149,10,JSAF02015088.1
51756305,51800624,10,44276,135534747,45806,10,JSAF02028325.1
51792747,51824276,1,31405,135534747,31743,10,JSAF02012886.1
51915703,52160175,529713,285285,135534747,19075916,10,JSAF02009574.1
52160195,52433714,285303,11804,135534747,19075916,10,JSAF02009574.1
52424203,52448187,0,23889,135534747,25617,10,JSAF02039102.1
52483552,52509882,44236,70602,135534747,70607,10,JSAF02029380.1
52530331,53209406,515936,1195021,135534747,19075916,10,JSAF02009574.1
53209404,53578486,1195417,1564363,135534747,19075916,10,JSAF02009574.1
53578800,54363971,1564348,2349578,135534747,19075916,10,JSAF02009574.1
54061280,54073063,11161,22712,135534747,22713,10,JSAF02028326.1
54363973,54441209,2349498,2426706,135534747,19075916,10,JSAF02009574.1
54441514,54589553,2426694,2574688,135534747,19075916,10,JSAF02009574.1
54593727,54783542,2580741,2770636,135534747,19075916,10,JSAF02009574.1
54788830,54805970,2770638,2787794,135534747,19075916,10,JSAF02009574.1
54805956,54860820,2788093,2842931,135534747,19075916,10,JSAF02009574.1
54861130,55522143,2842922,3503864,135534747,19075916,10,JSAF02009574.1
55521646,55725801,3503835,3708004,135534747,19075916,10,JSAF02009574.1
55725801,55983295,3707916,3965434,135534747,19075916,10,JSAF02009574.1
55983281,56092145,3965752,4074543,135534747,19075916,10,JSAF02009574.1
56091991,56140323,4074558,4122833,135534747,19075916,10,JSAF02009574.1
56140312,56682780,4123158,4665583,135534747,19075916,10,JSAF02009574.1
56684359,56762360,4665582,4743597,135534747,19075916,10,JSAF02009574.1
56762359,56902378,4743659,4883627,135534747,19075916,10,JSAF02009574.1
56902354,57302737,4883919,5284072,135534747,19075916,10,JSAF02009574.1
57111463,57126930,2110,17364,135534747,22822,10,JSAF02021753.1
57302903,57974632,5284072,5955696,135534747,19075916,10,JSAF02009574.1
57974621,58303333,5956004,6284593,135534747,19075916,10,JSAF02009574.1
58303174,58679628,6284546,6660956,135534747,19075916,10,JSAF02009574.1
58679633,58863550,6661151,6845077,135534747,19075916,10,JSAF02009574.1
58863867,58902214,6845075,6883420,135534747,19075916,10,JSAF02009574.1
58902200,58941033,6883740,6922568,135534747,19075916,10,JSAF02009574.1
58941033,59015226,6922979,6997136,135534747,19075916,10,JSAF02009574.1
59015560,59209787,6997128,7191252,135534747,19075916,10,JSAF02009574.1
59211854,59231894,7191267,7211305,135534747,19075916,10,JSAF02009574.1
59230748,59256945,7209681,7235847,135534747,19075916,10,JSAF02009574.1
59257984,61046302,7236119,9024164,135534747,19075916,10,JSAF02009574.1
61046277,61365494,9024175,9343412,135534747,19075916,10,JSAF02009574.1
61365801,61642155,9343400,9619635,135534747,19075916,10,JSAF02009574.1
61641985,62124858,9619260,10102082,135534747,19075916,10,JSAF02009574.1
62124845,62229166,10102355,10206615,135534747,19075916,10,JSAF02009574.1
62229156,62304794,10208026,10283649,135534747,19075916,10,JSAF02009574.1
62304780,63440465,10283752,11419318,135534747,19075916,10,JSAF02009574.1
63440076,64040798,11419095,12019767,135534747,19075916,10,JSAF02009574.1
64040749,64131149,12019640,12110103,135534747,19075916,10,JSAF02009574.1
64130385,64437219,12110492,12417268,135534747,19075916,10,JSAF02009574.1
64437358,65509250,12417279,13488936,135534747,19075916,10,JSAF02009574.1
65511400,65542836,13488935,13520368,135534747,19075916,10,JSAF02009574.1
65542833,65571248,13521128,13549540,135534747,19075916,10,JSAF02009574.1
65571286,66075823,13550356,14054830,135534747,19075916,10,JSAF02009574.1
66075703,66641113,14054801,14620195,135534747,19075916,10,JSAF02009574.1
66641116,66841530,14620618,14820907,135534747,19075916,10,JSAF02009574.1
66847009,67032386,14828421,15013897,135534747,19075916,10,JSAF02009574.1
67032802,67284028,15013919,15265018,135534747,19075916,10,JSAF02009574.1
67284465,67510520,15269274,15495263,135534747,19075916,10,JSAF02009574.1
67510492,68326818,15495193,16311456,135534747,19075916,10,JSAF02009574.1
68326790,68803696,16311487,16788251,135534747,19075916,10,JSAF02009574.1
68803685,69356993,16789780,17342997,135534747,19075916,10,JSAF02009574.1
69336959,69585416,17322957,17571549,135534747,19075916,10,JSAF02009574.1
69585414,69609068,17571638,17595274,135534747,19075916,10,JSAF02009574.1
69609056,69819471,17595471,17805820,135534747,19075916,10,JSAF02009574.1
69819450,69994906,17805557,17980915,135534747,19075916,10,JSAF02009574.1
69994891,70411164,17981229,18397552,135534747,19075916,10,JSAF02009574.1
70411165,70576330,18397664,18562807,135534747,19075916,10,JSAF02009574.1
70587721,70634338,18572180,18618817,135534747,19075916,10,JSAF02009574.1
70634437,70685916,18618804,18670252,135534747,19075916,10,JSAF02009574.1
70685821,70973334,18670762,18958205,135534747,19075916,10,JSAF02009574.1
70973320,70998124,18959856,18984658,135534747,19075916,10,JSAF02009574.1
70998435,71089765,18984646,19075906,135534747,19075916,10,JSAF02009574.1
71089783,71544370,0,454279,135534747,1942973,10,JSAF02015166.1
71544375,71610175,455905,521696,135534747,1942973,10,JSAF02015166.1
71610161,71752887,521993,664670,135534747,1942973,10,JSAF02015166.1
71752551,71980611,664835,892888,135534747,1942973,10,JSAF02015166.1
71980381,71999744,892501,911837,135534747,1942973,10,JSAF02015166.1
71999744,72127752,911948,1039947,135534747,1942973,10,JSAF02015166.1
72127752,72168004,1040039,1080267,135534747,1942973,10,JSAF02015166.1
72167701,72314738,1080286,1227232,135534747,1942973,10,JSAF02015166.1
72314738,72446955,1227542,1359804,135534747,1942973,10,JSAF02015166.1
72446649,72527387,1359624,1440365,135534747,1942973,10,JSAF02015166.1
72527389,73030116,1440477,1942972,135534747,1942973,10,JSAF02015166.1
73030071,73180360,0,150169,135534747,2406926,10,JSAF02038288.1
73180143,73256582,150362,226794,135534747,2406926,10,JSAF02038288.1
73256702,73449001,226794,418970,135534747,2406926,10,JSAF02038288.1
73448095,73797803,418783,768413,135534747,2406926,10,JSAF02038288.1
73797804,73824783,768378,795356,135534747,2406926,10,JSAF02038288.1
73824822,73958151,795089,928422,135534747,2406926,10,JSAF02038288.1
73957775,74182698,928240,1153041,135534747,2406926,10,JSAF02038288.1
74182700,74730908,1153372,1701556,135534747,2406926,10,JSAF02038288.1
74710883,75419719,1681541,2390344,135534747,2406926,10,JSAF02038288.1
75419905,75436128,2390530,2406728,135534747,2406926,10,JSAF02038288.1
75432224,75460228,2155,30046,135534747,30067,10,JSAF02006767.1
75449444,75460128,0,10400,135534747,10401,10,JSAF02003704.1
75456531,76230338,111,773788,135534747,1536434,10,JSAF02015219.1
76230336,76579135,773929,1122719,135534747,1536434,10,JSAF02015219.1
76579094,76990867,1124733,1536424,135534747,1536434,10,JSAF02015219.1
76981069,76991209,3922,14006,135534747,123669,10,JSAF02014879.1
76992539,77093443,14007,114941,135534747,123669,10,JSAF02014879.1
77093306,77432345,18664,357644,135534747,3453778,10,JSAF02005451.1
77432349,77484609,357839,410067,135534747,3453778,10,JSAF02005451.1
77464626,78517056,390075,1442484,135534747,3453778,10,JSAF02005451.1
78516960,78800919,1442454,1726453,135534747,3453778,10,JSAF02005451.1
78801169,79280099,1726386,2205141,135534747,3453778,10,JSAF02005451.1
79279613,79452568,2204981,2377900,135534747,3453778,10,JSAF02005451.1
79452553,80528372,2378213,3453777,135534747,3453778,10,JSAF02005451.1
80529072,81092182,0,563032,135534747,754419,10,JSAF02006698.1
81092781,81176907,563053,647166,135534747,754419,10,JSAF02006698.1
81177137,81284480,647163,754401,135534747,754419,10,JSAF02006698.1
81297890,81395923,339,98241,135534747,98246,10,JSAF02038370.1
81392178,81402763,2145,12824,135534747,12828,10,JSAF02028974.1
81393160,81427370,15,34331,135534747,36570,10,JSAF02017842.1
81505184,81519033,19673,33483,135534747,34797,10,JSAF02012526.1
81507873,81526833,2,18872,135534747,19222,10,JSAF02001731.1
81575846,81611918,0,35976,135534747,36305,10,JSAF02028938.1
81650959,81695855,29,44926,135534747,4879318,10,JSAF02009799.1
81695850,82293122,44765,641814,135534747,4879318,10,JSAF02009799.1
82293074,82303714,641722,652350,135534747,4879318,10,JSAF02009799.1
82303432,82904657,652279,1253381,135534747,4879318,10,JSAF02009799.1
82904911,82972201,1253382,1320694,135534747,4879318,10,JSAF02009799.1
82972199,83130510,1323593,1481926,135534747,4879318,10,JSAF02009799.1
83130566,83295210,1481608,1646193,135534747,4879318,10,JSAF02009799.1
83295160,84237989,1646185,2589087,135534747,4879318,10,JSAF02009799.1
84238466,84251072,2589071,2601672,135534747,4879318,10,JSAF02009799.1
84251050,84400772,2601698,2751408,135534747,4879318,10,JSAF02009799.1
84400906,84978911,2751393,3329266,135534747,4879318,10,JSAF02009799.1
84978912,85344855,3334325,3700208,135534747,4879318,10,JSAF02009799.1
85344897,85626232,3700151,3981422,135534747,4879318,10,JSAF02009799.1
85626425,85917684,3981408,4272614,135534747,4879318,10,JSAF02009799.1
85917632,86228525,4272900,4583806,135534747,4879318,10,JSAF02009799.1
86228507,86261589,4584102,4617146,135534747,4879318,10,JSAF02009799.1
86261592,86361727,4617296,4717418,135534747,4879318,10,JSAF02009799.1
86361718,86522918,4718167,4879315,135534747,4879318,10,JSAF02009799.1
86516518,87176419,9,659826,135534747,1909626,10,JSAF02001064.1
87176158,87833775,659688,1317142,135534747,1909626,10,JSAF02001064.1
87837030,87881391,1320702,1364999,135534747,1909626,10,JSAF02001064.1
87881052,87963306,1365166,1447396,135534747,1909626,10,JSAF02001064.1
87963292,88264381,1447690,1748710,135534747,1909626,10,JSAF02001064.1
88264157,88284566,1752004,1772425,135534747,1909626,10,JSAF02001064.1
88284471,88421779,1772423,1909626,135534747,1909626,10,JSAF02001064.1
88422978,88583869,0,160789,135534747,354836,10,JSAF02037439.1
88583839,88666194,160797,243163,135534747,354836,10,JSAF02037439.1
88666516,88777729,243146,354323,135534747,354836,10,JSAF02037439.1
88773264,88869425,136,96258,135534747,96446,10,JSAF02028222.1
88857613,88881801,0,24075,135534747,24076,10,JSAF02037329.1
88870592,88898891,382,28577,135534747,28578,10,JSAF02031275.1
89027405,89041197,19673,33483,135534747,34797,10,JSAF02012526.1
89030086,89049005,2,18872,135534747,19222,10,JSAF02001731.1
89088154,89116266,35,28066,135534747,28069,10,JSAF02009777.1
89151954,89172124,3031,23059,135534747,23348,10,JSAF02037002.1
89168287,89188417,0,19981,135534747,19982,10,JSAF02024263.1
89172541,89200275,58,27772,135534747,27776,10,JSAF02020524.1
89206902,89373681,1,166742,135534747,3872376,10,JSAF02008380.1
89208480,89227401,18872,2,135534747,19222,10,JSAF02001731.1
89216291,89230085,33483,19673,135534747,34797,10,JSAF02012526.1
89373667,89894331,167057,687574,135534747,3872376,10,JSAF02008380.1
89894333,90149341,687748,942597,135534747,3872376,10,JSAF02008380.1
90149338,91547399,942559,2340564,135534747,3872376,10,JSAF02008380.1
91547721,91758275,2340550,2551097,135534747,3872376,10,JSAF02008380.1
91748559,92215072,2541342,3007954,135534747,3872376,10,JSAF02008380.1
92215057,92227511,3008253,3020692,135534747,3872376,10,JSAF02008380.1
92227497,92404113,3020996,3197547,135534747,3872376,10,JSAF02008380.1
92404113,92461854,3197657,3255373,135534747,3872376,10,JSAF02008380.1
92465630,92969231,3255381,3758899,135534747,3872376,10,JSAF02008380.1
92969542,93083086,3758871,3872368,135534747,3872376,10,JSAF02008380.1
93084327,93203344,2745,121753,135534747,9099758,10,JSAF02005284.1
93205787,93772027,124194,690357,135534747,9099758,10,JSAF02005284.1
93771828,94134599,690370,1053124,135534747,9099758,10,JSAF02005284.1
94137654,94434398,1053140,1349899,135534747,9099758,10,JSAF02005284.1
94435085,94670739,1350333,1586005,135534747,9099758,10,JSAF02005284.1
94670700,94734364,1586007,1649668,135534747,9099758,10,JSAF02005284.1
94735458,95545477,1651037,2460985,135534747,9099758,10,JSAF02005284.1
95546496,95584945,2461011,2499453,135534747,9099758,10,JSAF02005284.1
95584894,96251544,2499578,3166026,135534747,9099758,10,JSAF02005284.1
96251718,97513785,3166024,4428047,135534747,9099758,10,JSAF02005284.1
97493760,97746130,4408018,4660369,135534747,9099758,10,JSAF02005284.1
